 ,X,Y
1091,546.000,312.500
1092,483.265,316.441
1093,491.000,313.500
1094,494.786,314.500
1095,62.333,314.833
1096,94.000,314.500
1097,109.400,317.700
1098,132.714,317.643
1099,150.750,317.875
1100,543.000,318.000
1101,86.667,318.667
1102,489.000,317.500
1103,17.000,319.000
1104,494.389,319.944
1105,46.000,319.500
1106,487.000,319.500
1107,568.000,319.500
1108,2.000,320.500
1109,9.000,320.500
1110,25.889,321.833
1111,103.667,320.833
1112,126.000,320.500
1113,512.250,322.438
1114,594.500,320.500
1115,534.222,324.611
1116,542.000,322.750
1117,586.000,322.000
1118,71.800,322.700
1119,577.000,322.500
1120,607.000,322.500
1121,639.000,322.500
1122,100.067,324.767
1123,1.500,325.250
1124,114.733,326.833
1125,627.000,325.000
1126,38.333,325.833
1127,47.000,325.500
1128,480.667,327.167
1129,495.000,327.000
1130,582.000,327.000
1131,13.000,327.500
1132,23.000,327.500
1133,72.000,327.500
1134,575.000,327.500
1135,607.000,327.500
1136,33.000,329.000
1137,43.000,329.500
1138,66.000,328.500
1139,81.000,329.000
1140,90.600,330.000
1141,122.833,330.583
1142,132.846,330.654
1143,139.545,341.867
1144,497.500,328.500
1145,507.000,329.000
1146,516.000,328.500
1147,545.000,329.500
1148,591.000,331.071
1149,10.000,330.500
1150,72.250,332.062
1151,494.000,331.000
1152,15.000,331.500
1153,83.812,333.062
1154,482.091,333.045
1155,633.000,332.250
1156,514.294,335.382
1157,555.667,333.667
1158,101.364,333.955
1159,1.667,336.000
1160,20.000,335.000
1161,34.750,335.125
1162,499.571,335.929
1163,526.000,335.000
1164,75.323,339.371
1165,545.667,336.833
1166,619.000,336.500
1167,625.500,336.500
1168,635.000,336.500
1169,61.250,338.625
1170,574.000,338.500
1171,165.750,341.500
1172,597.000,339.500
1173,50.750,341.375
1174,97.000,341.500
1175,500.000,341.167
1176,526.143,342.214
1177,30.333,341.833
1178,88.000,342.000
1179,550.200,341.700
1180,562.000,341.500
1181,603.000,343.000
1182,597.000,343.500
1183,607.000,343.500
1184,623.000,343.500
1185,1.000,345.500
1186,31.500,344.750
1187,41.800,346.800
1188,49.000,344.500
1189,55.000,344.500
1190,61.000,345.000
1191,86.333,348.833
1192,175.000,344.500
1193,508.000,344.500
1194,11.000,346.500
1195,60.733,349.567
1196,575.000,346.500
1197,603.000,346.500
1198,51.000,348.500
1199,104.053,354.158
1200,180.200,348.700
1201,559.400,349.100
1202,139.571,357.747
1203,25.000,351.000
1204,34.000,351.000
1205,47.286,352.929
1206,150.556,351.056
1207,174.000,351.000
1208,15.727,353.773
1209,576.000,352.000
1210,607.000,351.500
1211,6.200,355.000
1212,171.333,354.667
1213,526.200,353.300
1214,547.000,352.500
1215,553.500,352.500
1216,626.000,352.500
1217,508.000,354.500
1218,575.000,354.500
1219,607.000,354.500
1220,623.000,354.500
1221,58.000,356.000
1222,562.000,356.500
1223,628.667,357.167
1224,13.000,357.500
1225,593.000,357.500
1226,611.000,357.750
1227,26.053,360.868
1228,66.690,360.214
1229,86.771,361.586
1230,49.000,359.500
1231,573.000,359.500
1232,590.000,359.500
1233,4.000,360.500
1234,33.000,360.500
1235,107.800,361.300
1236,160.500,361.000
1237,163.000,361.000
1238,530.000,360.500
1239,113.000,362.500
1240,633.000,363.000
1241,543.500,363.250
1242,15.000,363.500
1243,43.000,364.000
1244,600.000,363.500
1245,71.511,369.163
1246,102.000,366.500
1247,116.000,366.500
1248,15.000,366.500
1249,540.143,368.500
1250,565.000,367.500
1251,33.000,368.500
1252,94.200,370.100
1253,629.000,367.500
1254,639.000,367.500
1255,42.000,370.000
1256,529.000,368.500
1257,559.500,368.500
1258,1.000,371.500
1259,603.000,370.500
1260,104.000,371.500
1261,530.826,376.152
1262,607.000,373.000
1263,597.000,373.500
1264,63.000,375.000
1265,90.636,375.773
1266,50.000,375.500
1267,69.333,376.667
1268,541.000,375.500
1269,560.500,376.500
1270,584.333,377.667
1271,577.000,377.500
1272,41.769,379.885
1273,571.000,378.500
1274,67.833,381.250
1275,81.167,382.417
1276,576.750,383.500
1277,597.222,382.389
1278,9.000,382.500
1279,565.000,381.500
1280,4.333,383.167
1281,554.636,384.409
1282,13.000,384.500
1283,31.000,384.929
1284,49.000,385.000
1285,58.000,385.500
1286,66.250,384.750
1287,586.000,385.000
1288,21.000,386.500
1289,44.000,386.500
1290,599.571,387.500
1291,17.000,387.500
1292,569.250,388.625
1293,27.000,389.357
1294,54.000,390.500
1295,14.143,392.214
1296,610.500,391.500
1297,581.000,391.500
1298,605.000,391.500
1299,637.000,391.500
1300,21.769,394.115
1301,33.000,392.500
1302,42.600,394.800
1303,49.000,393.000
1304,63.000,392.500
1305,588.000,392.500
1306,617.000,393.500
1307,55.000,396.000
1308,612.136,398.409
1309,638.000,399.000
1310,19.000,399.500
1311,65.000,401.333
1312,115.000,399.500
1313,419.500,399.500
1314,426.500,399.500
1315,574.600,400.100
1316,620.000,402.125
1317,9.667,400.833
1318,35.000,400.500
1319,39.000,401.000
1320,43.000,401.000
1321,47.000,400.500
1322,51.000,400.500
1323,602.000,400.500
1324,571.667,402.167
1325,19.143,405.929
1326,54.600,404.200
1327,39.778,405.444
1328,583.667,403.833
1329,87.556,409.111
1330,598.000,405.500
1331,5.667,407.167
1332,591.800,408.400
1333,125.000,407.500
1334,575.000,407.500
1335,13.000,408.500
1336,49.000,409.000
1337,74.100,414.267
1338,608.000,408.500
1339,43.933,413.233
1340,17.857,414.214
1341,29.667,412.833
1342,56.067,416.233
1343,194.761,415.109
1344,612.667,413.167
1345,624.000,415.333
1346,578.200,415.600
1347,1.000,415.000
1348,13.000,415.000
1349,593.182,416.409
1350,607.667,416.167
1351,41.000,417.000
1352,631.500,419.000
1353,28.667,419.500
1354,634.714,425.071
1355,19.571,421.929
1356,617.000,420.000
1357,596.692,422.731
1358,33.000,421.500
1359,27.500,423.000
