 ,X,Y
1,0.500,0.500
2,58.500,0.500
3,67.500,0.500
4,161.500,0.500
5,430.000,0.500
6,461.000,0.500
7,525.000,0.500
8,583.000,0.500
9,587.000,0.500
10,599.000,0.750
11,634.000,0.500
12,197.000,1.500
13,245.000,1.500
14,385.000,1.500
15,434.833,2.167
16,193.000,2.500
17,489.500,2.500
18,559.500,2.500
19,384.500,7.500
20,448.500,7.500
21,174.500,8.500
22,409.000,8.500
23,574.500,8.500
24,296.500,9.500
25,459.000,10.500
26,529.000,11.500
27,535.500,11.500
28,511.500,12.500
29,0.833,14.167
30,417.000,13.500
31,582.500,13.500
32,52.500,14.833
33,446.500,14.500
34,465.500,14.500
35,101.500,15.500
36,244.000,15.500
37,297.167,16.167
38,457.000,15.500
39,590.500,15.500
40,613.000,15.500
41,625.500,15.500
42,281.500,16.500
43,305.000,16.500
44,434.000,16.500
45,525.000,16.500
46,447.000,17.500
47,596.000,17.500
48,86.500,19.500
49,322.500,19.500
50,305.500,20.500
51,67.500,21.500
52,487.500,22.500
53,495.500,22.500
54,278.000,23.500
55,304.000,24.125
56,334.500,23.500
57,349.500,23.500
58,575.000,23.500
59,141.500,24.500
60,193.500,24.500
61,213.000,24.500
62,233.000,24.500
63,286.500,24.500
64,548.500,24.500
65,601.500,24.500
66,612.700,24.900
67,0.500,26.000
68,468.500,26.500
69,507.167,26.833
70,577.500,26.500
71,297.000,27.500
72,319.000,28.167
73,334.500,27.500
74,346.500,27.500
75,629.000,27.500
76,145.000,28.500
77,41.000,29.500
78,232.833,29.833
79,251.000,29.500
80,288.500,30.000
81,290.500,29.500
82,312.500,29.500
83,485.500,31.000
84,625.000,31.000
85,60.500,31.500
86,160.500,31.500
87,273.000,32.000
88,278.500,31.500
89,298.500,31.500
90,305.136,32.227
91,319.000,31.500
92,330.530,34.500
93,347.056,32.944
94,377.900,32.300
95,451.500,31.500
96,563.000,31.500
97,581.000,31.500
98,79.500,32.500
99,266.000,32.500
100,276.500,32.500
101,363.000,32.500
102,401.500,32.500
103,404.500,32.500
104,545.000,32.500
105,249.500,33.500
106,288.833,33.833
107,295.000,33.500
108,297.500,33.500
109,308.000,34.500
110,312.000,34.500
111,382.500,34.500
112,245.000,35.500
113,357.333,36.500
114,283.100,37.700
115,337.024,41.754
116,555.000,36.500
117,53.000,37.500
118,288.056,37.722
119,291.829,41.500
120,308.667,38.417
121,318.750,38.500
122,346.000,37.500
123,279.500,38.500
124,353.000,38.500
125,358.167,40.556
126,254.000,40.000
127,274.750,40.250
128,365.000,39.500
129,390.500,39.500
130,411.000,39.500
131,511.500,39.500
132,603.500,39.500
133,39.500,40.500
134,265.667,41.500
135,315.500,40.500
136,323.182,42.955
137,368.500,40.500
138,517.000,40.500
139,585.000,40.500
140,270.786,43.929
141,479.500,42.500
142,100.833,44.167
143,249.000,43.500
144,309.571,44.071
145,352.750,46.850
146,369.357,43.786
147,383.100,44.300
148,19.500,44.500
149,195.500,44.500
150,261.500,44.500
151,266.700,45.300
152,539.500,44.500
153,65.500,45.500
154,303.000,45.500
155,270.672,51.157
156,283.929,47.929
157,290.500,47.700
158,314.711,49.132
159,321.000,46.500
160,331.000,46.500
161,343.000,46.500
162,373.500,47.250
163,59.000,47.500
164,167.000,47.500
165,224.500,47.500
166,255.955,48.227
167,295.500,47.500
168,325.000,47.500
169,368.500,47.500
170,379.786,50.214
171,385.500,47.500
172,391.000,47.500
173,413.000,47.500
174,133.500,48.500
175,303.500,48.500
176,337.500,48.500
177,343.667,48.833
178,361.944,50.870
179,159.000,50.500
180,249.000,50.500
181,125.500,51.500
182,246.500,51.500
183,285.000,51.500
184,306.500,51.500
185,347.250,52.750
186,401.000,52.000
187,115.500,52.500
188,147.000,52.500
189,240.500,56.711
190,338.167,53.722
191,369.000,54.000
192,605.000,52.500
193,222.500,53.500
194,257.500,53.500
195,271.833,54.500
196,295.000,54.000
197,305.667,54.167
198,385.000,53.500
199,551.500,53.500
200,4.500,54.500
201,290.233,56.833
202,321.700,55.100
203,328.556,55.278
204,377.000,56.409
205,85.500,55.500
206,246.500,55.500
207,247.686,68.962
208,315.500,55.643
209,469.500,55.500
210,185.500,56.500
211,298.000,56.500
212,385.500,56.500
213,78.500,57.500
214,147.000,57.500
215,339.974,60.868
216,363.500,58.100
217,403.167,58.167
218,593.000,57.500
219,71.500,60.000
220,127.500,58.500
221,130.500,58.500
222,345.000,59.000
223,384.500,58.500
224,388.409,60.136
225,634.000,58.500
226,123.000,59.500
227,411.500,59.500
228,417.500,59.500
229,439.500,59.500
230,324.600,61.500
231,355.000,61.000
232,370.833,62.803
233,404.500,60.500
234,497.000,60.500
235,601.500,60.500
236,245.500,62.000
237,292.429,61.929
238,109.500,62.500
239,270.700,65.633
240,427.500,62.500
241,85.500,63.500
242,198.500,63.500
243,261.000,63.500
244,285.000,63.500
245,319.000,63.500
246,383.900,63.700
247,397.429,66.679
248,407.000,63.500
249,456.500,63.500
250,591.500,64.100
251,96.500,64.500
252,225.500,64.500
253,230.214,67.143
254,311.333,65.000
255,333.167,64.944
256,545.500,64.500
257,581.000,64.500
258,597.000,64.500
259,541.167,66.167
260,215.500,66.500
261,219.000,67.500
262,259.000,66.500
263,263.000,66.500
264,320.000,67.000
265,345.667,67.500
266,506.500,66.500
267,546.000,66.500
268,20.000,68.000
269,87.833,68.167
270,151.500,68.000
271,239.750,68.417
272,310.143,68.786
273,43.000,68.500
274,95.500,69.000
275,103.000,68.500
276,170.500,68.500
277,235.500,68.500
278,336.833,70.333
279,427.000,68.500
280,226.500,70.000
281,233.000,70.000
282,457.500,69.500
283,529.500,70.000
284,341.000,70.500
285,345.654,72.500
286,23.000,71.500
287,115.000,71.500
288,121.000,71.500
289,222.500,71.500
290,236.500,71.500
291,259.000,71.500
292,267.333,73.333
293,317.000,71.500
294,385.000,71.500
295,423.000,71.500
296,31.500,72.500
297,35.000,72.500
298,65.000,72.500
299,211.000,72.500
300,397.667,73.167
301,406.333,72.833
302,562.500,72.500
303,107.000,74.000
304,220.500,73.500
305,308.000,74.500
306,334.556,74.611
307,519.300,74.300
308,541.000,73.500
309,45.500,74.500
310,203.000,74.500
311,223.400,75.600
312,229.000,75.500
313,261.000,74.500
314,271.000,74.500
315,573.500,74.500
316,15.500,76.000
317,33.000,76.167
318,145.500,75.500
319,252.000,75.500
320,257.000,75.500
321,625.500,75.500
322,65.500,76.500
323,89.000,76.500
324,165.000,76.500
325,405.000,76.500
326,105.000,78.000
327,177.000,77.500
328,226.500,78.000
329,269.500,77.500
330,347.500,79.000
331,357.000,78.500
332,529.500,77.500
333,621.500,77.500
334,69.000,79.000
335,115.500,78.500
336,221.667,79.167
337,256.000,79.000
338,405.000,78.500
339,412.482,83.750
340,565.167,79.167
341,577.000,78.500
342,632.500,79.167
343,387.409,81.773
344,511.000,79.500
345,23.500,80.500
346,194.500,80.500
347,211.000,80.500
348,350.500,80.500
349,491.500,80.500
350,545.500,80.500
351,591.500,80.500
352,35.500,82.500
353,79.500,82.000
354,91.000,81.500
355,124.500,82.000
356,131.000,81.500
357,146.000,82.000
358,213.387,90.274
359,222.000,82.000
360,240.520,88.255
361,613.000,81.500
362,639.500,81.500
363,10.500,82.500
364,149.000,82.500
365,257.848,84.674
366,393.700,83.800
367,556.833,82.833
368,23.500,83.500
369,310.333,83.833
370,326.429,84.929
371,351.000,84.000
372,511.000,83.500
373,609.000,83.500
374,209.500,84.500
375,225.000,84.500
376,399.000,85.500
377,593.500,84.500
378,75.500,85.500
379,87.000,86.000
380,116.500,86.000
381,220.500,85.500
382,336.000,86.500
383,341.100,86.300
384,35.500,87.250
385,159.500,86.500
386,529.000,86.500
387,635.500,86.500
388,45.000,87.500
389,50.500,87.500
390,188.500,87.500
391,271.000,87.500
392,347.000,87.500
393,485.000,87.500
394,83.500,89.000
395,101.500,88.500
396,309.933,290.216
397,321.000,88.500
398,385.500,88.500
399,396.600,88.900
400,439.000,88.500
401,497.500,88.500
402,513.500,88.500
403,548.500,88.500
404,591.167,89.167
405,31.000,89.500
406,493.000,89.500
407,554.500,89.500
408,63.500,90.500
409,123.500,90.500
410,256.333,92.333
411,419.500,91.500
412,639.500,90.500
413,32.500,91.500
414,268.000,93.125
415,499.500,92.000
416,328.000,92.500
417,404.714,95.071
418,425.700,104.627
419,454.500,92.500
