 ,X,Y
1,320.863,230.161
2,259.500,74.500
3,250.286,85.857
4,249.188,94.984
5,246.500,90.000
6,267.000,89.500
7,244.500,91.000
8,242.500,91.500
9,262.300,97.600
10,232.500,98.500
11,253.500,98.500
12,258.500,98.500
13,251.500,103.500
14,253.500,104.500
15,250.500,106.500
16,266.000,109.000
17,289.000,108.500
18,260.500,109.500
19,270.591,112.136
20,334.333,111.500
21,264.500,111.700
22,273.500,111.500
23,305.600,113.700
24,293.500,112.500
25,296.500,112.500
26,299.000,112.500
27,324.500,112.500
28,354.600,114.500
29,260.333,114.500
30,337.000,114.500
31,242.500,114.500
32,285.794,115.853
33,293.000,114.500
34,348.333,114.833
35,251.980,118.780
36,266.500,115.500
37,273.300,115.900
38,314.000,115.500
39,323.000,115.500
40,329.000,115.500
41,244.500,116.500
42,299.000,116.500
43,397.300,116.900
44,246.500,118.000
45,392.500,119.500
46,241.500,120.000
47,271.000,119.500
48,385.700,119.700
49,248.500,121.000
50,259.000,120.500
51,263.000,120.500
52,345.500,120.500
53,428.750,121.250
54,432.500,120.500
55,280.875,123.250
56,283.167,121.833
57,287.000,121.500
58,245.500,122.500
59,250.100,123.300
60,310.676,123.912
61,316.500,122.500
62,324.500,123.100
63,344.750,123.000
64,394.000,122.500
65,297.500,123.500
66,333.000,123.500
67,353.500,123.500
68,357.500,123.500
69,425.000,123.500
70,266.500,124.500
71,299.500,124.500
72,328.500,124.500
73,338.500,125.000
74,361.000,124.500
75,243.000,125.500
76,248.500,125.500
77,261.500,125.500
78,378.000,126.000
79,235.417,127.750
80,323.000,126.500
81,255.000,127.500
82,261.500,127.500
83,279.000,128.000
84,287.000,127.500
85,315.700,129.200
86,343.267,135.447
87,359.500,127.500
88,247.000,128.500
89,268.500,128.500
90,369.500,128.500
91,371.500,128.500
92,385.500,129.500
93,249.500,130.500
94,264.500,130.500
95,293.000,131.800
96,297.278,132.167
97,363.500,130.500
98,277.500,131.500
99,285.346,133.269
100,365.500,131.500
101,236.500,132.500
102,238.500,132.500
103,244.500,132.500
104,253.500,132.500
105,309.167,133.167
106,361.000,132.500
107,250.500,133.500
108,317.667,133.833
109,371.500,133.500
110,254.500,134.500
111,313.300,135.100
112,261.500,135.500
113,266.500,135.500
114,277.250,135.750
115,305.000,135.500
116,360.000,136.000
117,367.500,135.500
118,389.000,135.500
119,399.000,135.500
120,271.452,138.214
121,281.500,136.500
122,285.000,137.000
123,289.786,138.571
124,296.500,136.500
125,328.500,137.100
126,369.500,136.500
127,377.500,136.500
128,223.000,138.000
129,233.500,138.500
130,259.500,137.500
131,310.000,137.500
132,361.500,138.500
133,398.929,138.786
134,225.250,139.750
135,235.500,139.000
136,356.500,138.500
137,410.340,143.380
138,220.500,140.000
139,231.000,140.000
140,253.500,139.500
141,236.246,203.102
142,395.000,139.500
143,304.500,140.500
144,368.300,140.700
145,421.000,141.000
146,257.500,141.500
147,283.000,141.500
148,311.000,141.500
149,415.000,141.500
150,227.500,143.500
151,277.500,144.167
152,304.500,143.500
153,312.500,143.500
154,399.000,143.500
155,420.500,143.500
156,328.500,144.500
157,343.000,145.000
158,374.571,146.857
159,224.833,145.833
160,238.500,145.500
161,246.500,146.000
162,355.000,145.500
163,279.333,147.667
164,229.500,147.500
165,347.400,148.900
166,401.500,147.500
167,417.500,147.500
168,224.500,149.000
169,320.500,149.000
170,413.000,148.500
171,419.682,150.045
172,375.000,150.500
173,274.929,153.357
174,340.000,152.000
175,295.500,152.500
176,347.000,153.000
177,354.962,153.577
178,388.500,152.750
179,401.500,152.500
180,414.500,152.500
181,234.500,153.500
182,404.500,153.500
183,339.000,154.500
184,396.700,156.700
185,429.000,155.500
186,227.500,157.000
187,279.812,158.125
188,256.053,161.895
189,260.667,159.500
190,272.500,159.500
191,284.500,159.500
192,219.500,160.500
193,267.000,160.500
194,218.500,162.500
195,220.500,162.500
196,266.500,162.500
197,337.000,163.000
198,398.500,162.500
199,416.500,163.167
200,349.500,163.500
201,286.500,165.500
202,262.100,167.300
203,355.000,166.500
204,403.700,167.300
205,217.500,167.500
206,365.250,168.000
207,399.300,168.300
208,330.500,168.500
209,291.000,170.500
210,369.000,171.500
211,402.000,171.000
212,410.500,171.000
213,414.500,170.500
214,332.500,171.500
215,352.500,171.500
216,406.500,171.500
217,207.000,172.500
218,217.500,173.000
219,249.750,174.750
220,318.500,172.500
221,352.500,174.000
222,364.833,173.833
223,266.333,176.000
224,257.000,175.500
225,334.500,176.500
226,355.000,177.000
227,282.500,177.500
228,243.000,178.500
229,253.000,178.500
230,262.000,178.500
231,276.500,178.500
232,418.500,179.500
233,416.500,180.500
234,216.333,184.000
235,253.000,181.500
236,268.000,181.500
237,282.500,182.500
238,232.500,183.500
239,247.250,184.250
240,272.500,183.500
241,303.500,184.000
242,212.833,185.167
243,301.500,185.500
244,347.000,184.500
245,362.500,184.500
246,416.500,184.500
247,208.456,191.015
248,258.500,186.500
249,342.667,187.167
250,252.833,189.833
251,304.683,197.592
252,336.786,190.643
253,260.551,194.585
254,269.500,191.500
255,211.500,192.500
256,246.500,192.500
257,275.000,192.500
258,369.000,192.500
259,242.833,195.611
260,347.500,193.500
261,204.180,203.330
262,277.500,195.500
263,284.500,195.500
264,289.875,195.750
265,314.500,194.500
266,333.500,194.500
267,361.500,195.000
268,425.500,194.500
269,216.500,196.500
270,246.500,196.500
271,343.000,196.500
272,320.000,197.500
273,351.500,197.500
274,368.500,197.500
275,396.500,197.500
276,244.500,198.500
277,389.000,198.500
278,242.500,199.500
279,246.500,199.500
280,263.500,199.500
281,357.500,199.500
282,319.000,200.500
283,375.000,200.500
284,384.000,200.500
285,425.500,200.500
286,242.500,201.500
287,295.500,203.000
288,395.000,202.500
289,307.500,203.500
290,325.167,205.167
291,327.500,204.500
292,294.367,207.900
293,303.500,205.500
294,214.500,207.000
295,210.500,207.500
296,351.500,207.500
297,266.500,208.500
298,207.500,209.500
299,251.000,209.500
300,262.500,209.500
301,313.500,210.000
302,316.250,209.750
303,275.000,210.500
304,308.750,211.750
305,335.500,210.500
306,207.500,212.000
307,251.000,211.500
308,255.750,211.750
309,318.500,211.500
310,331.500,212.500
311,337.900,212.100
312,205.500,212.500
313,209.500,213.500
314,255.409,214.955
315,364.500,215.500
316,203.804,217.413
317,272.929,216.786
318,297.500,215.500
319,347.000,215.500
320,355.500,216.000
321,193.500,216.500
322,249.000,216.500
323,382.500,216.500
324,397.500,217.167
325,424.500,216.500
326,193.398,235.124
327,199.500,217.500
328,299.000,219.000
329,400.500,217.500
330,382.625,220.000
331,391.000,219.000
332,394.500,219.167
333,278.500,219.500
334,361.000,219.500
335,282.500,220.500
336,205.500,221.500
337,208.000,221.500
338,267.659,226.304
339,272.500,221.500
340,353.000,221.500
341,386.833,221.833
342,391.500,222.250
343,293.500,222.500
344,373.373,230.231
345,395.000,222.500
346,203.000,223.500
347,242.500,223.500
348,285.750,225.750
349,290.500,224.500
350,298.500,224.500
351,305.333,226.333
352,318.500,224.500
353,359.500,224.500
354,212.500,225.500
355,214.500,225.500
356,322.500,225.500
357,331.500,225.500
358,351.000,225.500
359,210.000,227.500
360,291.500,227.500
361,294.500,227.500
362,299.500,227.500
363,287.623,240.980
364,256.500,229.500
365,321.500,229.500
366,209.500,230.500
367,205.500,231.500
368,398.500,231.500
369,264.500,232.500
370,327.500,232.500
371,400.500,232.500
372,308.500,233.500
373,316.000,234.500
374,392.333,235.167
375,360.500,235.833
376,383.000,236.800
377,378.500,236.500
378,399.000,236.500
379,205.750,237.750
380,236.500,237.500
381,283.000,238.000
382,319.500,237.500
383,323.000,238.500
384,326.833,239.167
385,368.500,238.500
386,280.500,239.500
387,358.125,240.125
388,206.500,240.500
389,239.167,242.722
390,254.500,240.500
391,259.000,240.500
392,320.186,246.990
393,362.500,240.500
394,369.250,241.250
395,381.667,240.833
