 ,X,Y
1,19.500,0.500
2,69.000,0.500
3,531.000,0.500
4,639.500,0.500
5,497.167,1.833
6,578.500,1.500
7,563.000,2.500
8,633.000,2.500
9,459.167,4.167
10,597.500,6.500
11,621.000,7.500
12,395.000,8.500
13,481.000,8.500
14,593.000,8.500
15,629.300,9.700
16,282.500,9.500
17,415.500,9.500
18,497.500,9.500
19,503.000,11.500
20,427.000,12.500
21,185.500,13.500
22,261.500,14.500
23,325.000,15.500
24,541.000,15.500
25,553.000,15.500
26,611.000,15.500
27,392.000,17.000
28,607.375,17.125
29,45.500,17.500
30,129.000,17.500
31,169.500,17.500
32,93.500,19.500
33,121.500,19.500
34,461.500,19.500
35,479.000,19.500
36,613.500,19.500
37,529.500,21.500
38,549.500,21.500
39,571.000,21.500
40,633.500,21.500
41,11.500,22.500
42,463.000,22.500
43,547.500,22.500
44,567.500,22.500
45,211.500,23.500
46,259.500,23.500
47,301.500,23.500
48,536.500,23.500
49,565.500,23.500
50,481.000,24.500
51,449.500,25.500
52,603.000,25.500
53,137.500,27.500
54,239.000,27.500
55,565.500,27.500
56,376.500,28.500
57,623.000,29.500
58,249.500,31.500
59,403.500,31.500
60,446.500,31.500
61,469.000,31.500
62,36.500,32.500
63,45.500,32.500
64,305.100,36.478
65,545.000,32.500
66,617.500,32.500
67,145.500,33.500
68,411.000,33.500
69,313.955,35.955
70,553.000,34.500
71,265.500,37.500
72,298.700,37.900
73,323.182,40.409
74,425.000,38.500
75,164.500,39.500
76,293.500,39.500
77,400.500,39.500
78,495.500,39.500
79,299.500,40.500
80,188.500,42.000
81,291.000,41.500
82,333.000,41.500
83,336.500,41.500
84,533.500,42.000
85,227.500,42.500
86,298.000,42.500
87,307.000,42.500
88,313.600,42.800
89,354.500,42.500
90,639.500,42.500
91,153.000,43.500
92,293.000,43.500
93,327.500,44.167
94,377.000,43.500
95,537.500,43.500
96,571.000,43.500
97,304.833,45.167
98,318.348,49.288
99,600.333,45.167
100,296.250,45.750
101,300.500,45.500
102,308.500,45.833
103,315.167,46.833
104,331.000,45.500
